factid,yearid,locationid,topicid,questionid,stratificationid,datavalue,lowconfidence,highconfidence,samplesize
10528,7,4,OWS,Q036,AGEYR1824,18.2,15.3,21.3,775
10529,7,56,PA,Q047,RACEHIS,19.8,14.5,26.4,227
10530,7,23,OWS,Q036,INCLESS15,32.0,27.2,37.2,795
10531,7,40,PA,Q045,EDUCOTEC,24.1,21.7,26.7,1816
10532,7,2,PA,Q046,INC2535,29.7,19.0,43.2,212
10533,7,49,PA,Q044,RACE2PLUS,27.2,17.8,39.2,87
10534,7,17,OWS,Q036,RACEWHT,31.0,29.1,32.9,3695
10535,7,44,PA,Q046,RACEBLK,33.7,24.7,43.9,170
10536,7,22,PA,Q043,RACENAA,41.6,24.3,61.3,60
10537,7,4,PA,Q044,EDUHSGRAD,19.5,17.7,21.4,3030
10538,5,66,PA,Q047,RACEASN,32.2,26.6,38.3,440
10539,7,11,PA,Q045,AGEYR65PLUS,32.5,29.3,35.8,1132
10540,7,40,PA,Q045,INCNR,20.7,17.6,24.1,1116
10541,7,51,PA,Q045,INC5075,30.4,26.9,34.1,1144
10542,7,28,PA,Q044,RACE2PLUS,36.1,20.3,55.6,74
10543,7,16,FV,Q019,INC75PLUS,9.0,6.8,11.7,1122
10544,7,2,PA,Q047,AGEYR1824,19.1,12.6,27.9,155
10545,7,1,FV,Q018,AGEYR1824,42.1,35.5,48.9,309
10546,7,32,PA,Q045,EDUCOGRAD,39.5,35.3,43.9,1145
10547,7,23,FV,Q019,RACE2PLUS,11.1,5.9,20.2,141
10548,7,26,PA,Q047,RACEBLK,35.0,31.3,38.8,979
10549,7,8,OWS,Q037,AGEYR1824,23.6,19.9,27.6,543
10550,7,66,OWS,Q036,RACEASN,18.8,14.2,24.6,397
10551,7,30,PA,Q045,INCNR,35.3,30.6,40.3,825
10552,7,46,FV,Q019,INCNR,19.8,15.2,25.4,977
10553,7,22,OWS,Q037,AGEYR4554,30.2,26.4,34.3,723
10554,7,54,FV,Q019,EDUCOTEC,15.9,13.6,18.5,1329
10555,7,36,FV,Q018,AGEYR2534,35.0,31.8,38.3,1367
10556,7,19,OWS,Q036,INC3550,40.0,36.3,43.8,983
10557,7,34,PA,Q047,RACEASN,20.0,15.0,26.2,378
10558,7,32,PA,Q046,EDUCOGRAD,41.0,36.8,45.3,1168
10559,7,37,OWS,Q037,AGEYR65PLUS,36.8,33.3,40.5,1348
10560,7,10,PA,Q047,FEMALE,33.7,30.9,36.6,2107
10561,7,66,OWS,Q036,EDUHSGRAD,35.4,30.6,40.5,507
10562,7,45,FV,Q018,EDUHSGRAD,45.7,43.1,48.2,2993
10563,7,31,PA,Q044,RACE2PLUS,24.6,15.2,37.3,136
10564,7,8,OWS,Q037,INC5075,38.2,35.0,41.5,1290
10565,7,72,PA,Q046,EDUCOGRAD,17.4,14.7,20.4,1298
10566,7,17,FV,Q018,MALE,36.3,33.9,38.8,2310
10567,7,17,PA,Q047,INC1525,35.7,31.3,40.3,709
10568,7,20,PA,Q043,RACEHIS,48.8,44.7,52.8,789
10569,5,66,PA,Q046,OVERALL,32.0,28.8,35.4,1491
10570,7,18,PA,Q044,RACEWHT,16.9,15.9,17.9,10203
10571,7,41,PA,Q045,FEMALE,36.2,34.0,38.6,2589
10572,7,66,FV,Q018,AGEYR2534,38.1,30.7,46.0,229
10573,7,30,OWS,Q036,AGEYR5564,30.1,26.8,33.6,1263
10574,7,29,PA,Q046,AGEYR3544,31.9,27.8,36.3,729
10575,7,35,OWS,Q036,AGEYR3544,34.3,30.0,38.9,672
10576,7,48,FV,Q018,INC2535,42.1,35.7,48.8,1047
10577,7,66,PA,Q045,INC75PLUS,30.8,24.5,37.8,282
10578,7,5,PA,Q046,AGEYR3544,29.2,22.9,36.4,356
10579,7,53,PA,Q045,INC1525,32.2,28.8,35.8,1303
10580,7,9,PA,Q044,AGEYR2534,25.3,21.6,29.5,668
10581,7,31,PA,Q044,AGEYR1824,26.7,22.9,30.8,882
10582,7,53,FV,Q019,RACEBLK,27.2,20.7,34.8,197
10583,7,17,FV,Q018,AGEYR65PLUS,28.7,26.2,31.2,1808
10584,7,19,OWS,Q037,INC3550,32.3,28.9,35.9,983
10585,7,32,FV,Q019,AGEYR65PLUS,23.6,19.8,27.9,1285
10586,7,2,OWS,Q037,EDUCOGRAD,34.3,30.1,38.7,1138
10587,7,50,FV,Q018,AGEYR4554,31.5,27.8,35.5,962
10588,7,42,FV,Q018,AGEYR5564,33.2,30.0,36.6,1279
10589,7,53,FV,Q018,RACE2PLUS,36.1,29.3,43.6,309
10590,7,27,OWS,Q036,RACEASN,16.7,11.8,23.1,266
10591,7,55,OWS,Q037,INCNR,34.8,29.2,40.9,508
10592,7,38,PA,Q045,EDUCOGRAD,26.7,24.3,29.1,2154
10593,7,72,PA,Q046,EDUCOTEC,11.8,9.7,14.4,1095
10594,7,38,PA,Q047,INC2535,31.5,26.3,37.3,583
10595,7,42,OWS,Q036,EDUCOTEC,32.1,29.3,35.0,1532
10596,7,20,PA,Q044,INC3550,16.9,15.1,18.8,2579
10597,7,25,PA,Q043,OVERALL,50.9,48.8,52.9,6139
10598,7,42,FV,Q018,AGEYR1824,34.8,29.7,40.2,470
10599,7,22,OWS,Q037,EDUHSGRAD,32.1,29.2,35.2,1386
10600,5,66,PA,Q045,INC3550,29.2,21.9,37.9,204
10601,7,4,FV,Q018,FEMALE,33.3,31.9,34.7,7652
10602,7,4,PA,Q045,EDUHSGRAD,30.3,28.4,32.4,3063
10603,7,22,PA,Q047,AGEYR5564,35.3,31.5,39.2,942
10604,7,40,PA,Q043,MALE,44.9,42.3,47.5,2355
10605,7,45,OWS,Q037,MALE,39.4,37.5,41.4,4470
10606,7,20,PA,Q046,AGEYR65PLUS,21.9,20.7,23.1,6399
10607,7,19,PA,Q047,AGEYR3544,21.9,19.0,25.1,866
10608,7,46,PA,Q044,AGEYR5564,15.8,12.8,19.4,1367
10609,7,8,OWS,Q036,AGEYR3544,25.1,22.4,28.1,1106
10610,7,9,PA,Q046,INC2535,25.6,20.7,31.2,613
10611,7,12,PA,Q046,INC3550,30.2,25.8,35.0,2428
10612,7,41,PA,Q047,FEMALE,22.4,20.5,24.6,2763
10613,7,46,PA,Q045,EDUCOGRAD,31.5,28.4,34.9,2180
10614,5,72,PA,Q045,EDUCOGRAD,19.0,16.6,21.6,1489
10615,7,4,FV,Q019,AGEYR4554,20.1,18.0,22.3,2018
10616,7,8,PA,Q047,INC5075,20.3,17.6,23.3,1210
10617,7,56,OWS,Q037,OVERALL,35.9,34.0,37.7,4158
10618,7,53,FV,Q019,RACEHIS,32.5,28.7,36.6,789
10619,7,37,PA,Q046,AGEYR1824,52.8,46.3,59.3,340
10620,7,20,PA,Q045,AGEYR2534,27.4,25.2,29.7,2095
10621,7,56,PA,Q043,EDUCOTEC,53.6,50.3,56.8,1384
10622,7,56,PA,Q043,OVERALL,53.9,52.0,55.8,4157
10623,7,22,FV,Q019,INCLESS15,42.4,36.6,48.5,516
10624,7,4,PA,Q044,RACENAA,25.3,20.5,30.8,490
10625,7,21,PA,Q043,AGEYR3544,46.6,41.7,51.5,868
10626,7,19,FV,Q018,EDUHS,40.7,34.5,47.1,319
10627,7,12,PA,Q046,RACEBLK,32.7,28.4,37.2,1959
10628,7,33,OWS,Q036,INC75PLUS,27.2,24.3,30.3,1739
10629,7,36,FV,Q018,INC3550,34.2,30.5,38.1,1215
10630,7,35,FV,Q019,INCLESS15,30.6,25.9,35.8,724
10631,7,48,PA,Q044,RACEHIS,15.2,12.8,17.8,2664
10632,7,8,PA,Q047,INCNR,25.9,22.9,29.1,1299
10633,7,4,OWS,Q037,INC1525,33.9,31.2,36.7,1965
10634,7,66,PA,Q044,RACE2PLUS,21.4,14.5,30.5,179
10635,7,33,PA,Q043,INC2535,47.5,40.3,54.9,373
10636,7,49,OWS,Q037,RACEWHT,35.0,33.7,36.3,8075
10637,7,41,PA,Q046,RACEHIS,31.8,26.1,38.2,301
10638,5,72,OWS,Q037,EDUCOTEC,37.6,34.6,40.8,1298
10639,7,8,OWS,Q036,AGEYR2534,19.1,16.5,22.0,1051
10640,7,29,OWS,Q036,INC5075,32.2,28.3,36.4,958
10641,7,26,PA,Q046,OVERALL,29.9,28.8,31.1,10137
10642,7,28,PA,Q044,INC75PLUS,21.1,17.5,25.3,934
10643,7,66,PA,Q047,RACEHPI,35.2,29.8,41.0,497
10644,7,13,PA,Q044,AGEYR3544,19.7,16.1,23.8,614
10645,7,46,FV,Q018,INC1525,31.2,25.4,37.6,878
10646,7,13,PA,Q047,AGEYR1824,19.3,15.2,24.2,361
10647,7,10,OWS,Q037,AGEYR3544,33.0,27.1,39.4,392
10648,7,48,PA,Q044,EDUCOTEC,18.6,15.8,21.7,2726
10649,7,41,PA,Q046,AGEYR1824,43.9,37.6,50.4,303
10650,7,30,PA,Q047,FEMALE,23.3,21.3,25.5,3053
10651,7,2,OWS,Q037,AGEYR3544,27.5,21.5,34.4,378
10652,7,53,FV,Q019,AGEYR4554,16.7,14.6,18.9,1760
10653,7,46,PA,Q043,INCLESS15,52.1,42.8,61.3,546
10654,7,50,OWS,Q037,INC1525,29.5,25.2,34.1,779
10655,7,48,PA,Q043,RACE2PLUS,45.1,29.0,62.2,133
10656,7,49,FV,Q018,INCNR,36.0,32.7,39.5,1400
10657,7,34,PA,Q047,INC1525,38.3,34.2,42.6,1437
10658,7,40,PA,Q045,RACEHIS,23.7,17.5,31.3,265
10659,7,2,FV,Q019,AGEYR5564,12.0,8.7,16.4,763
10660,7,18,FV,Q019,INC2535,20.7,17.8,24.0,1310
10661,7,56,OWS,Q036,INC75PLUS,27.1,24.1,30.3,1242
10662,7,5,PA,Q047,INC5075,31.2,25.0,38.1,587
10663,7,12,PA,Q043,FEMALE,46.9,44.7,49.1,10904
10664,7,18,PA,Q045,RACE2PLUS,31.8,23.8,41.0,184
10665,7,36,PA,Q045,RACEHIS,22.5,19.8,25.3,1400
10666,7,25,OWS,Q036,OVERALL,25.9,24.1,27.7,6272
10667,7,42,FV,Q018,EDUHSGRAD,36.6,33.9,39.5,1750
10668,5,66,PA,Q047,EDUCOTEC,27.1,21.2,33.9,379
10669,7,13,OWS,Q036,RACEASN,14.3,8.2,23.6,106
10670,7,46,FV,Q019,RACEWHT,16.3,14.6,18.2,4992
10671,7,19,OWS,Q036,EDUHSGRAD,39.9,37.6,42.2,2264
10672,7,40,PA,Q044,AGEYR2534,23.6,19.7,27.9,590
10673,7,13,PA,Q043,FEMALE,44.4,42.1,46.8,2998
10674,7,19,OWS,Q037,OVERALL,33.7,32.5,35.0,7113
10675,7,37,PA,Q045,EDUHS,22.4,17.4,28.3,424
10676,7,46,PA,Q045,RACEHIS,33.8,19.8,51.5,82
10677,7,30,OWS,Q037,FEMALE,30.1,27.8,32.5,2850
10678,7,21,PA,Q046,AGEYR3544,27.4,23.4,31.8,903
10679,7,54,OWS,Q037,AGEYR4554,31.3,27.9,34.9,866
10680,7,9,OWS,Q036,RACEHIS,32.0,28.0,36.3,715
10681,7,46,FV,Q019,AGEYR1824,26.4,19.8,34.3,319
10682,7,47,PA,Q045,RACEBLK,27.4,22.0,33.6,517
10683,7,18,PA,Q046,AGEYR2534,35.1,31.8,38.5,1060
10684,7,2,PA,Q044,AGEYR5564,22.1,17.6,27.4,742
10685,7,31,FV,Q018,MALE,42.0,40.1,43.8,6436
10686,7,50,PA,Q046,INC2535,25.6,20.7,31.2,541
10687,7,20,PA,Q047,RACEASN,24.3,18.3,31.4,209
10688,7,53,PA,Q043,RACE2PLUS,55.2,47.7,62.3,299
10689,7,38,PA,Q045,AGEYR5564,28.1,25.5,30.9,1495
10690,7,48,OWS,Q036,EDUHSGRAD,35.8,32.2,39.6,2662
10691,7,25,OWS,Q036,FEMALE,24.2,21.9,26.7,3349
10692,5,66,OWS,Q036,RACE2PLUS,31.2,23.1,40.6,215
10693,7,10,OWS,Q036,OVERALL,31.8,29.7,34.0,3648
10694,7,1,PA,Q043,EDUHSGRAD,39.2,36.1,42.5,1779
10695,7,26,OWS,Q036,RACEHIS,37.7,30.8,45.2,280
10696,7,4,PA,Q044,INC3550,22.9,20.4,25.6,1692
10697,7,2,FV,Q019,AGEYR4554,14.0,10.4,18.6,460
10698,7,28,PA,Q046,FEMALE,20.6,18.3,23.2,2680
10699,7,13,PA,Q044,INCLESS15,12.1,8.8,16.6,496
10700,7,35,FV,Q018,OVERALL,37.4,35.7,39.3,5941
10701,7,1,PA,Q045,INC5075,25.7,21.9,29.9,696
10702,7,1,FV,Q019,AGEYR1824,23.9,18.5,30.3,299
10703,7,15,FV,Q018,INC75PLUS,36.2,33.7,38.8,2467
10704,7,37,FV,Q018,INC2535,36.2,30.5,42.3,443
10705,7,56,PA,Q047,INC5075,23.5,19.8,27.6,683
10706,7,66,PA,Q047,MALE,29.8,25.4,34.6,662
10707,7,55,PA,Q043,OVERALL,57.1,55.2,59.0,5083
10708,7,4,OWS,Q036,INC75PLUS,25.0,23.3,26.8,3808
10709,7,10,PA,Q046,INCLESS15,22.8,16.6,30.4,295
10710,7,32,PA,Q047,INC2535,37.0,29.0,45.7,309
10711,7,17,FV,Q018,EDUCOTEC,34.3,31.3,37.4,1376
10712,7,35,PA,Q046,EDUCOTEC,31.9,28.7,35.3,1610
10713,7,45,PA,Q045,AGEYR1824,32.6,27.4,38.3,395
10714,7,10,PA,Q044,INC75PLUS,23.3,20.0,27.0,938
10715,7,39,PA,Q044,OVERALL,18.3,17.2,19.4,10971
10716,7,31,PA,Q045,EDUCOGRAD,30.8,28.8,32.9,4243
10717,7,53,FV,Q018,INC75PLUS,28.6,26.8,30.4,4021
10718,7,28,FV,Q019,AGEYR2534,18.3,13.6,24.2,371
10719,7,4,PA,Q047,OVERALL,25.1,24.1,26.0,14044
10720,7,23,FV,Q019,EDUHSGRAD,17.1,14.8,19.7,2502
10721,7,39,OWS,Q037,AGEYR4554,34.6,31.5,37.8,1645
10722,7,34,FV,Q019,RACEHIS,33.1,29.2,37.2,1207
10723,7,40,FV,Q019,RACENAA,19.3,14.8,24.9,345
10724,7,28,FV,Q018,AGEYR3544,47.3,41.6,53.0,462
10725,7,44,PA,Q043,EDUCOGRAD,61.2,58.3,63.9,2212
10726,7,41,PA,Q047,RACENAA,39.2,22.1,59.4,57
10727,7,22,PA,Q047,AGEYR4554,36.5,31.9,41.5,699
10728,7,55,OWS,Q037,OVERALL,35.3,33.5,37.1,5348
10729,7,2,PA,Q045,RACENAA,27.3,19.1,37.3,419
10730,7,1,OWS,Q037,INCNR,32.7,29.0,36.6,1231
10731,7,22,PA,Q046,INCNR,25.3,20.3,31.1,571
10732,7,18,PA,Q043,EDUHS,32.8,28.7,37.2,873
10733,7,23,OWS,Q037,EDUCOGRAD,39.5,37.1,41.8,3861
10734,7,36,OWS,Q036,MALE,26.1,24.5,27.8,5282
10735,7,54,OWS,Q037,RACE2PLUS,27.2,16.2,41.8,71
10736,7,54,PA,Q043,INC3550,47.7,43.0,52.5,627
10737,7,45,OWS,Q037,EDUHSGRAD,32.3,30.0,34.7,3101
10738,7,32,OWS,Q036,INC2535,28.5,21.6,36.5,305
10739,7,45,FV,Q018,AGEYR2534,41.1,37.2,45.2,820
10740,7,40,FV,Q018,AGEYR1824,47.2,40.7,53.8,283
10741,7,46,FV,Q018,INC3550,33.8,28.2,39.9,935
10742,7,55,PA,Q045,INC2535,31.7,26.1,37.9,493
10743,7,26,OWS,Q037,RACEWHT,35.6,34.3,37.0,8186
10744,7,24,PA,Q047,RACEASN,21.2,15.5,28.3,265
10745,7,6,PA,Q043,INC3550,58.4,53.3,63.4,741
10746,7,32,PA,Q047,EDUCOGRAD,16.7,13.8,20.1,1186
10747,7,12,PA,Q043,INC3550,54.8,49.8,59.6,2412
10748,7,55,PA,Q045,FEMALE,35.1,32.5,37.7,2767
10749,7,27,PA,Q046,RACE2PLUS,38.3,29.2,48.2,162
10750,7,5,FV,Q019,RACE2PLUS,29.1,12.7,53.7,108
10751,7,56,FV,Q019,FEMALE,12.6,10.8,14.5,2254
10752,7,29,PA,Q043,INCNR,45.2,41.0,49.5,1158
10753,7,47,FV,Q018,INCNR,35.1,30.6,39.8,813
10754,7,30,FV,Q019,INCLESS15,18.3,14.2,23.3,499
10755,7,30,PA,Q046,AGEYR4554,27.7,23.8,32.0,758
10756,7,35,PA,Q047,RACEBLK,24.8,13.1,42.0,55
10757,7,37,FV,Q018,INC75PLUS,34.0,30.5,37.7,1103
10758,7,35,OWS,Q037,EDUHS,39.3,34.3,44.6,662
10759,7,56,PA,Q047,AGEYR65PLUS,35.8,33.0,38.7,1578
10760,7,45,OWS,Q037,RACEBLK,32.6,29.9,35.4,2644
10761,7,72,FV,Q018,AGEYR2534,60.0,54.6,65.1,500
10762,7,16,OWS,Q036,INC2535,29.9,24.9,35.4,550
10763,7,34,PA,Q045,RACENAA,40.9,24.1,60.1,53
10764,7,31,PA,Q043,INC2535,45.4,41.4,49.5,1461
10765,7,26,PA,Q044,AGEYR5564,15.0,13.3,16.9,2094
10766,7,12,FV,Q019,EDUHSGRAD,23.0,20.2,26.1,5592
10767,7,35,PA,Q046,INCLESS15,25.5,20.9,30.8,743
10768,7,22,PA,Q043,INC1525,42.6,37.7,47.7,646
10769,7,44,OWS,Q037,RACE2PLUS,50.0,35.7,64.2,82
10770,7,66,FV,Q019,RACE2PLUS,25.5,17.8,35.1,182
10771,7,49,FV,Q019,INC5075,14.8,12.6,17.2,1542
10772,7,53,PA,Q046,AGEYR4554,28.0,25.6,30.5,1773
10773,7,50,PA,Q043,AGEYR2534,59.6,54.0,65.0,496
10774,7,47,OWS,Q037,AGEYR1824,31.8,25.5,38.8,301
10775,7,18,FV,Q018,INC1525,45.1,42.2,48.1,2043
10776,7,25,PA,Q043,MALE,52.9,49.9,55.8,2750
10777,7,29,PA,Q046,INC2535,30.9,26.0,36.3,696
10778,4,66,OWS,Q036,FEMALE,29.0,25.7,32.5,1290
10779,7,50,PA,Q044,EDUCOTEC,23.7,20.5,27.2,1358
10780,7,5,OWS,Q036,MALE,32.8,29.3,36.5,1829
10781,7,32,PA,Q044,EDUCOGRAD,30.8,27.0,35.0,1140
10782,7,27,OWS,Q036,RACEWHT,28.4,27.4,29.3,13694
10783,7,6,FV,Q019,MALE,25.0,23.3,26.9,3959
10784,5,72,PA,Q046,EDUHS,3.6,2.2,5.9,1097
10785,7,40,OWS,Q037,RACEASN,37.1,23.4,53.2,52
10786,7,5,PA,Q044,OVERALL,16.5,14.6,18.7,4610
10787,7,28,PA,Q044,INCLESS15,12.1,8.0,18.0,600
10788,7,2,PA,Q044,INC5075,25.2,19.3,32.1,410
10789,7,20,FV,Q019,AGEYR5564,17.0,15.6,18.5,4307
10790,7,55,PA,Q045,EDUHS,32.9,24.6,42.4,232
10791,7,72,PA,Q047,AGEYR2534,48.9,43.5,54.4,523
10792,7,10,PA,Q047,RACEBLK,33.6,28.2,39.5,517
10793,7,72,FV,Q019,OVERALL,46.0,44.0,48.0,4196
10794,7,51,PA,Q044,AGEYR3544,22.1,19.0,25.7,1013
10795,7,53,PA,Q045,OVERALL,37.2,36.0,38.3,11832
10796,7,53,PA,Q044,RACEOTH,33.9,24.3,45.0,118
10797,7,66,FV,Q019,AGEYR4554,31.0,24.5,38.4,280
10798,7,31,PA,Q045,EDUHS,20.2,16.5,24.4,858
10799,7,26,PA,Q045,INCNR,29.9,26.9,33.0,1468
10800,7,32,PA,Q045,EDUCOTEC,29.5,25.8,33.4,1169
10801,7,49,PA,Q047,INCNR,30.3,27.4,33.5,1539
10802,7,27,PA,Q046,INCLESS15,26.6,22.4,31.2,846
10803,7,1,OWS,Q037,AGEYR4554,32.8,29.2,36.6,977
10804,7,44,PA,Q043,MALE,53.7,50.6,56.8,2111
10805,7,21,OWS,Q037,INC1525,30.4,25.5,35.9,769
10806,7,54,FV,Q019,MALE,19.7,17.7,21.9,2182
10807,7,17,FV,Q019,AGEYR2534,19.3,15.9,23.2,599
10808,7,30,FV,Q019,INC75PLUS,10.0,7.9,12.4,1161
10809,7,1,FV,Q019,FEMALE,18.1,16.4,19.9,3629
10810,7,5,PA,Q046,INCLESS15,19.8,14.2,26.9,527
10811,5,66,PA,Q045,RACE2PLUS,38.5,29.0,48.8,206
10812,7,53,PA,Q043,RACEASN,52.1,46.3,57.9,384
10813,7,19,FV,Q018,EDUCOGRAD,26.9,25.0,29.0,2459
10814,7,6,PA,Q044,EDUHSGRAD,22.7,19.9,25.6,1383
10815,7,9,OWS,Q036,INCLESS15,38.2,32.5,44.3,520
10816,7,34,OWS,Q037,RACEOTH,33.0,18.4,52.0,54
10817,7,6,FV,Q018,INC75PLUS,30.5,28.2,32.9,3022
10818,7,31,FV,Q019,EDUHSGRAD,23.0,21.1,25.0,4466
10819,7,1,PA,Q046,INC2535,20.8,16.4,25.9,515
10820,7,11,PA,Q044,AGEYR2534,20.7,17.0,24.8,573
10821,7,54,PA,Q046,INC5075,23.8,20.0,27.9,664
10822,7,22,OWS,Q037,EDUHS,31.4,26.2,37.2,437
10823,7,29,FV,Q019,EDUHS,24.7,19.8,30.3,559
10824,7,55,FV,Q019,RACEWHT,17.7,16.3,19.3,4557
10825,7,34,OWS,Q036,FEMALE,25.2,23.3,27.2,5815
10826,7,9,FV,Q019,INC75PLUS,10.6,9.2,12.3,3814
10827,7,4,PA,Q046,EDUHSGRAD,28.8,26.7,30.9,3125
10828,7,41,OWS,Q036,INCNR,23.9,20.5,27.7,728
10829,7,44,FV,Q019,RACE2PLUS,17.5,8.7,32.3,80
10830,7,10,PA,Q045,EDUHS,25.0,19.1,31.9,371
10831,7,47,PA,Q043,EDUHSGRAD,43.3,39.9,46.7,1576
10832,7,66,PA,Q044,AGEYR2534,23.7,17.8,30.9,218
10833,2,33,PA,Q047,INC5075,19.6,16.7,22.9,1131
10834,7,38,PA,Q047,OVERALL,27.6,26.2,29.1,6564
10835,7,47,PA,Q045,RACEWHT,30.2,28.3,32.2,4045
10836,7,50,PA,Q044,RACE2PLUS,25.1,12.6,43.8,92
10837,7,22,OWS,Q036,AGEYR1824,21.0,16.3,26.7,295
10838,7,20,PA,Q045,INC2535,27.7,25.1,30.5,1775
10839,7,9,PA,Q047,RACEBLK,29.8,25.2,34.8,587
10840,5,66,PA,Q045,AGEYR4554,34.7,27.0,43.2,289
10841,5,24,PA,Q043,INC75PLUS,59.7,56.8,62.5,4021
10842,5,35,PA,Q043,EDUCOTEC,59.3,55.6,62.8,1662
10843,4,15,OWS,Q037,RACEHPI,29.0,21.9,37.3,209
10844,4,35,OWS,Q036,AGEYR2534,33.2,28.6,38.1,743
10845,4,26,PA,Q047,AGEYR1824,16.3,13.0,20.3,556
10846,1,36,PA,Q043,AGEYR2534,47.6,43.4,51.7,948
10847,1,22,PA,Q044,RACEBLK,16.8,14.4,19.5,2427
10848,1,4,PA,Q045,AGEYR4554,34.5,29.7,39.5,958
10849,3,26,PA,Q047,RACE2PLUS,22.0,16.5,28.7,282
10850,5,50,PA,Q044,RACEWHT,22.7,21.2,24.2,5310
10851,3,55,PA,Q044,INC2535,18.8,14.3,24.2,667
10852,4,11,OWS,Q037,AGEYR65PLUS,40.5,36.9,44.1,1463
10853,2,42,OWS,Q036,INC1525,33.8,31.2,36.5,3148
10854,2,6,OWS,Q036,RACEHPI,31.4,20.3,45.0,86
10855,2,11,OWS,Q036,RACE2PLUS,34.2,17.6,56.0,56
10856,5,11,PA,Q045,INC3550,27.1,17.0,40.1,255
10857,3,8,PA,Q043,AGEYR1824,62.0,57.6,66.2,640
10858,3,5,PA,Q046,INCLESS15,17.9,13.7,23.1,685
10859,1,22,PA,Q045,RACEBLK,24.1,21.4,27.1,2437
10860,5,54,PA,Q045,RACEBLK,30.4,22.4,39.7,161
10861,1,20,PA,Q045,RACEOTH,18.2,10.5,29.5,91
10862,4,47,PA,Q047,EDUHS,45.9,40.2,51.8,650
10863,1,37,OWS,Q037,INC3550,37.5,33.6,41.5,1348
10864,1,9,PA,Q043,RACEASN,44.7,34.6,55.3,157
10865,2,28,OWS,Q036,AGEYR4554,37.4,34.1,40.8,1249
10866,5,49,PA,Q047,INC2535,22.9,19.3,27.0,801
10867,5,35,PA,Q044,AGEYR5564,20.7,17.9,23.8,1432
10868,4,11,PA,Q047,INC1525,35.2,27.6,43.7,427
10869,1,5,OWS,Q036,RACE2PLUS,26.4,14.2,43.8,80
10870,3,20,PA,Q046,OVERALL,26.8,26.1,27.6,21947
10871,5,29,PA,Q047,MALE,26.9,24.7,29.2,2856
10872,3,11,PA,Q044,RACEHIS,29.3,19.7,41.2,153
10873,5,26,PA,Q043,INC5075,53.9,50.3,57.4,1178
10874,4,24,OWS,Q036,INC2535,30.8,25.3,36.9,880
10875,5,31,OWS,Q036,EDUHS,29.6,25.3,34.3,896
10876,1,8,PA,Q046,MALE,38.9,36.9,40.9,5332
10877,3,24,PA,Q045,INC75PLUS,32.3,30.3,34.3,4113
10878,3,15,PA,Q046,OVERALL,35.0,33.4,36.7,7304
10879,3,50,PA,Q047,FEMALE,19.9,18.3,21.6,3496
10880,3,28,PA,Q044,OVERALL,14.9,13.6,16.4,6665
10881,2,40,PA,Q047,INC3550,26.2,23.0,29.8,1060
10882,5,56,PA,Q044,AGEYR1824,40.8,32.0,50.2,142
10883,3,24,PA,Q047,AGEYR3544,24.1,20.9,27.5,1518
10884,5,6,PA,Q046,RACEHIS,30.3,28.3,32.4,3216
10885,1,25,OWS,Q036,EDUHSGRAD,25.2,23.3,27.2,5314
10886,4,13,PA,Q047,INC5075,13.7,11.0,17.0,767
10887,5,40,OWS,Q036,INCLESS15,37.5,32.1,43.2,633
10888,1,55,PA,Q044,AGEYR1824,39.3,31.3,47.9,207
10889,3,20,OWS,Q037,RACEOTH,40.7,26.9,56.3,67
10890,5,6,PA,Q044,AGEYR5564,19.7,17.5,22.0,1892
10891,3,37,PA,Q044,RACENAA,15.1,7.8,27.0,367
10892,2,55,OWS,Q037,AGEYR2534,37.2,32.1,42.7,474
10893,2,19,PA,Q047,RACEBLK,36.3,25.2,48.9,91
10894,3,9,PA,Q045,EDUCOTEC,32.3,29.2,35.6,1638
10895,3,35,PA,Q044,RACEHIS,18.8,16.8,20.9,2855
10896,2,4,OWS,Q037,EDUCOGRAD,36.4,33.4,39.4,2350
10897,1,5,PA,Q045,AGEYR5564,25.9,22.5,29.6,1002
10898,1,27,PA,Q045,INC1525,33.4,30.1,36.9,1761
10899,3,53,PA,Q047,EDUCOGRAD,11.4,10.3,12.7,4428
10900,3,1,PA,Q046,AGEYR1824,44.9,37.9,52.1,248
10901,2,10,OWS,Q036,AGEYR65PLUS,26.0,23.3,28.8,1644
10902,5,6,PA,Q043,FEMALE,58.0,56.2,59.7,5545
10903,5,28,PA,Q043,MALE,40.7,37.7,43.8,1903
10904,1,1,PA,Q045,RACEHIS,24.4,13.0,40.9,106
10905,1,18,OWS,Q036,RACE2PLUS,45.4,32.6,58.8,103
10906,3,56,PA,Q047,INC1525,29.9,25.7,34.4,895
10907,5,19,PA,Q045,EDUHS,28.1,21.5,35.8,274
10908,5,44,PA,Q043,INC1525,39.2,33.5,45.2,607
10909,5,51,PA,Q046,INC5075,34.6,30.7,38.6,1106
10910,4,42,PA,Q047,RACEWHT,22.1,20.9,23.2,9420
10911,1,5,PA,Q045,INCNR,31.2,25.0,38.3,556
10912,1,40,PA,Q044,OVERALL,16.2,14.9,17.5,8089
10913,5,24,PA,Q046,INC5075,35.3,30.0,41.0,1377
10914,3,1,PA,Q043,INC3550,47.4,42.0,52.8,626
10915,3,27,PA,Q047,RACENAA,14.8,7.5,27.1,118
10916,1,36,PA,Q043,MALE,53.7,51.1,56.2,2814
10917,3,17,PA,Q043,EDUHS,44.6,37.1,52.5,312
